taskId,sourceNodeId,destNodeId,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases
44,15,2,6437766,URMA_WRITE,3,0ns,44,8
45,9,4,9214483,URMA_WRITE,3,0ns,45,8
46,6,8,7882596,URMA_WRITE,3,0ns,46,9
47,8,3,7414939,URMA_WRITE,3,0ns,47,10
48,0,10,6837194,URMA_WRITE,3,0ns,48,9 11
49,7,11,12796760,URMA_WRITE,3,0ns,49,11
50,11,13,7918134,URMA_WRITE,3,0ns,50,13
51,13,7,9752560,URMA_WRITE,3,0ns,51,10 13
52,8,1,9413421,URMA_WRITE,6,0ns,52,14
53,3,12,6397934,URMA_WRITE,3,0ns,53,15
54,1,6,9828732,URMA_WRITE,3,0ns,54,15
55,5,0,7672230,URMA_WRITE,4,0ns,55,16
56,3,9,14964543,URMA_WRITE,4,0ns,56,17
57,5,1,11906327,URMA_WRITE,3,0ns,57,18
58,8,2,11616443,URMA_WRITE,4,0ns,58,19
59,9,6,19762502,URMA_WRITE,4,0ns,59,20
60,13,5,21044417,URMA_WRITE,4,0ns,60,16 20
61,2,7,9663054,URMA_WRITE,6,0ns,61,22
62,1,8,11790365,URMA_WRITE,6,0ns,62,22
63,0,13,6237577,URMA_WRITE,4,0ns,63,23
64,15,7,6304241,URMA_WRITE,4,0ns,64,24 17
65,7,3,12291489,URMA_WRITE,4,0ns,65,24
66,12,0,10864587,URMA_WRITE,5,0ns,66,25
67,11,4,5365833,URMA_WRITE,4,0ns,67,19 26
68,13,4,8558745,URMA_WRITE,6,0ns,68,14 32
69,7,0,7311081,URMA_WRITE,6,0ns,69,37
70,10,5,12941813,URMA_WRITE,6,0ns,70,37 12
71,14,3,7265654,URMA_WRITE,5,0ns,71,40
72,2,11,6040057,URMA_WRITE,4,0ns,72,27 23
73,5,11,9381415,URMA_WRITE,6,0ns,73,28
74,4,3,12617319,URMA_WRITE,6,0ns,74,28
75,6,12,18116953,URMA_WRITE,5,0ns,75,41
76,13,2,7366753,URMA_WRITE,5,0ns,76,36
77,5,13,8958531,URMA_WRITE,5,0ns,77,36
78,10,2,10678703,URMA_WRITE,3,0ns,78,18 44
79,6,14,12908347,URMA_WRITE,6,0ns,79,38
80,4,10,10944398,URMA_WRITE,5,0ns,80,30 41
81,7,9,11642133,URMA_WRITE,5,0ns,81,3 30
82,15,11,9034955,URMA_WRITE,5,0ns,82,31
83,10,6,14537362,URMA_WRITE,5,0ns,83,40 31
84,14,1,8881959,URMA_WRITE,4,0ns,84,34
85,0,12,16100603,URMA_WRITE,3,0ns,85,48 53
86,12,8,13847709,URMA_WRITE,3,0ns,86,46
87,0,15,10860316,URMA_WRITE,4,0ns,87,63
88,8,7,5846537,URMA_WRITE,5,0ns,88,25 42
89,1,5,12015283,URMA_WRITE,5,0ns,89,43
90,14,4,8019426,URMA_WRITE,3,0ns,90,39 45
91,5,8,7961264,URMA_WRITE,4,0ns,91,55 27
92,10,7,4367637,URMA_WRITE,4,0ns,92,26 64
93,9,13,9755803,URMA_WRITE,3,0ns,93,45 50
94,11,15,10627743,URMA_WRITE,3,0ns,94,50
95,1,4,12498596,URMA_WRITE,4,0ns,95,67
96,12,1,9537989,URMA_WRITE,6,0ns,96,52
97,8,13,10561582,URMA_WRITE,6,0ns,97,52
98,1,10,5283302,URMA_WRITE,3,0ns,98,54 48
99,2,6,6937150,URMA_WRITE,3,0ns,99,29 54
100,2,13,10464323,URMA_WRITE,4,0ns,100,72 63
101,11,12,9373655,URMA_WRITE,4,0ns,101,67 35
102,4,14,9657233,URMA_WRITE,4,0ns,102,35
103,14,7,11490835,URMA_WRITE,6,0ns,103,12 61
104,9,0,9878241,URMA_WRITE,6,0ns,104,69
105,11,3,9189663,URMA_WRITE,5,0ns,105,71
106,13,9,13008073,URMA_WRITE,6,0ns,106,68 38
107,12,2,9150495,URMA_WRITE,5,0ns,107,66 76
108,6,11,5488046,URMA_WRITE,3,0ns,108,46 49
109,6,2,4015387,URMA_WRITE,4,0ns,109,34 58
110,3,8,16001358,URMA_WRITE,6,0ns,110,32 62
111,8,15,10834487,URMA_WRITE,5,0ns,111,88
112,12,3,12577640,URMA_WRITE,4,0ns,112,65
113,3,11,7973971,URMA_WRITE,5,0ns,113,43 82
114,3,10,5818966,URMA_WRITE,4,0ns,114,56
115,5,10,5245636,URMA_WRITE,3,0ns,115,57 98
116,4,2,13476688,URMA_WRITE,3,0ns,116,5 78
117,8,4,11941125,URMA_WRITE,3,0ns,117,47 90
118,7,8,8402728,URMA_WRITE,4,0ns,118,65 91
119,5,9,15792572,URMA_WRITE,4,0ns,119,91 56
120,14,2,8596481,URMA_WRITE,4,0ns,120,84 109
121,7,13,9377220,URMA_WRITE,5,0ns,121,81 77
122,0,9,10814334,URMA_WRITE,5,0ns,122,42 81
123,3,13,15216772,URMA_WRITE,3,0ns,123,53 93
124,14,11,8951116,URMA_WRITE,3,0ns,124,90 108
125,5,14,6442755,URMA_WRITE,6,0ns,125,73 79
126,6,15,8711126,URMA_WRITE,4,0ns,126,109 87
127,1,15,11607482,URMA_WRITE,3,0ns,127,98 94
128,12,4,5480861,URMA_WRITE,6,0ns,128,96 68
129,7,1,7835291,URMA_WRITE,6,0ns,129,69 96
130,1,13,5407836,URMA_WRITE,6,0ns,130,62 97
131,14,6,12897297,URMA_WRITE,5,0ns,131,71 83
132,2,10,10400172,URMA_WRITE,3,0ns,132,99 115
133,1,11,7180317,URMA_WRITE,4,0ns,133,95 72
134,10,14,8726049,URMA_WRITE,4,0ns,134,92 102
135,13,8,10945025,URMA_WRITE,3,0ns,135,51 86
136,11,5,9035951,URMA_WRITE,5,0ns,136,105 89
137,9,3,14146436,URMA_WRITE,5,0ns,137,105
138,15,0,13341018,URMA_WRITE,6,0ns,138,104
139,12,7,5958145,URMA_WRITE,5,0ns,139,107 88
140,8,5,6589169,URMA_WRITE,4,0ns,140,58 60
141,13,10,7417556,URMA_WRITE,4,0ns,141,60 114
142,10,12,4876212,URMA_WRITE,3,0ns,142,78 85
143,4,11,4953984,URMA_WRITE,5,0ns,143,80 113
144,3,14,5193774,URMA_WRITE,5,0ns,144,113
145,15,8,11148169,URMA_WRITE,4,0ns,145,64 118
146,10,15,6838200,URMA_WRITE,5,0ns,146,83 111
147,8,14,5422165,URMA_WRITE,6,0ns,147,97 125
148,10,13,7563864,URMA_WRITE,6,0ns,148,70 130
149,12,9,9283166,URMA_WRITE,6,0ns,149,128 106
150,9,1,8831735,URMA_WRITE,6,0ns,150,104 129
151,7,15,14224469,URMA_WRITE,6,0ns,151,129
152,15,4,12378242,URMA_WRITE,3,0ns,152,44 117
153,8,12,7042280,URMA_WRITE,3,0ns,153,117 142
154,1,12,6694532,URMA_WRITE,4,0ns,154,133 101
155,1,9,7316526,URMA_WRITE,5,0ns,155,89 122
156,8,6,7898854,URMA_WRITE,4,0ns,156,140 59
157,12,5,8982114,URMA_WRITE,4,0ns,157,112 140
158,14,8,7985329,URMA_WRITE,6,0ns,158,103 110
159,7,14,6486164,URMA_WRITE,4,0ns,159,118 134
160,14,10,6186156,URMA_WRITE,4,0ns,160,120 141
161,11,14,5297313,URMA_WRITE,5,0ns,161,136 144
162,2,14,7951175,URMA_WRITE,6,0ns,162,61 147
163,4,15,6304532,URMA_WRITE,3,0ns,163,116 127
164,12,10,8974454,URMA_WRITE,3,0ns,164,86 132
165,5,15,12698427,URMA_WRITE,5,0ns,165,77 146
166,6,13,9841374,URMA_WRITE,3,0ns,166,108 123
167,13,6,15269332,URMA_WRITE,5,0ns,167,76 131
168,15,5,8025687,URMA_WRITE,6,0ns,168,138 70
169,11,0,15456356,URMA_WRITE,6,0ns,169,138
170,7,12,7952764,URMA_WRITE,3,0ns,170,49 153
171,9,7,8462930,URMA_WRITE,5,0ns,171,137 139
172,1,14,5696713,URMA_WRITE,5,0ns,172,155 161
173,14,9,7961012,URMA_WRITE,5,0ns,173,131 155
174,9,12,6196743,URMA_WRITE,6,0ns,174,150
175,9,14,7000376,URMA_WRITE,4,0ns,175,59 159
176,4,8,12155488,URMA_WRITE,6,0ns,176,74 158
177,12,6,6182413,URMA_WRITE,4,0ns,177,157 156
178,0,14,10102709,URMA_WRITE,6,0ns,178,33 162
179,12,11,6738900,URMA_WRITE,3,0ns,179,164 124
180,15,9,8801797,URMA_WRITE,3,0ns,180,152
181,3,15,6674516,URMA_WRITE,6,0ns,181,110 151
182,5,12,9497219,URMA_WRITE,3,0ns,182,115 170
183,15,10,7793018,URMA_WRITE,6,0ns,183,168
184,2,9,12951005,URMA_WRITE,5,0ns,184,21 173
185,9,15,6674349,URMA_WRITE,5,0ns,185,171 165
186,2,15,12550731,URMA_WRITE,6,0ns,186,162 181
187,13,11,8276182,URMA_WRITE,5,0ns,187,167 143
188,4,13,2697058,URMA_WRITE,6,0ns,188,176 148
189,11,1,7627754,URMA_WRITE,6,0ns,189,169 150
190,2,12,9398866,URMA_WRITE,5,0ns,190,184 75
191,11,6,7553951,URMA_WRITE,6,0ns,191,189 33
192,0,1,9663673,URMA_WRITE,7,0ns,192,
193,0,2,12117169,URMA_WRITE,7,0ns,193,
194,0,3,7025300,URMA_WRITE,7,0ns,194,
195,1,0,7349728,URMA_WRITE,7,0ns,195,
196,1,2,5978668,URMA_WRITE,7,0ns,196,
197,1,3,13054689,URMA_WRITE,7,0ns,197,
198,2,0,9223901,URMA_WRITE,7,0ns,198,
199,2,1,5568346,URMA_WRITE,7,0ns,199,
200,2,3,8990914,URMA_WRITE,7,0ns,200,
201,3,0,5810548,URMA_WRITE,7,0ns,201,
202,3,1,6650068,URMA_WRITE,7,0ns,202,
203,3,2,7014975,URMA_WRITE,7,0ns,203,
204,4,5,6606100,URMA_WRITE,7,0ns,204,
205,4,6,6528630,URMA_WRITE,7,0ns,205,
206,4,7,17328029,URMA_WRITE,7,0ns,206,
207,5,4,7582677,URMA_WRITE,7,0ns,207,
208,5,6,6423196,URMA_WRITE,7,0ns,208,
209,5,7,7300377,URMA_WRITE,7,0ns,209,
210,6,4,9583872,URMA_WRITE,7,0ns,210,
211,6,5,8024018,URMA_WRITE,7,0ns,211,
212,6,7,10728036,URMA_WRITE,7,0ns,212,
213,7,4,9752129,URMA_WRITE,7,0ns,213,
214,7,5,7683429,URMA_WRITE,7,0ns,214,
215,7,6,11142961,URMA_WRITE,7,0ns,215,
216,8,9,6573653,URMA_WRITE,7,0ns,216,
217,8,10,9630531,URMA_WRITE,7,0ns,217,
218,8,11,7733504,URMA_WRITE,7,0ns,218,
219,9,8,7993371,URMA_WRITE,7,0ns,219,
220,9,10,6940869,URMA_WRITE,7,0ns,220,
221,9,11,8421195,URMA_WRITE,7,0ns,221,
222,10,8,6992753,URMA_WRITE,7,0ns,222,
223,10,9,11022505,URMA_WRITE,7,0ns,223,
224,10,11,9845984,URMA_WRITE,7,0ns,224,
225,11,8,11547395,URMA_WRITE,7,0ns,225,
226,11,9,8338420,URMA_WRITE,7,0ns,226,
227,11,10,5721324,URMA_WRITE,7,0ns,227,
228,12,13,4690462,URMA_WRITE,7,0ns,228,
229,12,14,11800318,URMA_WRITE,7,0ns,229,
230,12,15,13147797,URMA_WRITE,7,0ns,230,
231,13,12,5331014,URMA_WRITE,7,0ns,231,
232,13,14,9706499,URMA_WRITE,7,0ns,232,
233,13,15,8985914,URMA_WRITE,7,0ns,233,
234,14,12,11753621,URMA_WRITE,7,0ns,234,
235,14,13,7413735,URMA_WRITE,7,0ns,235,
236,14,15,7985728,URMA_WRITE,7,0ns,236,
237,15,12,6812810,URMA_WRITE,7,0ns,237,
238,15,13,13183290,URMA_WRITE,7,0ns,238,
239,15,14,6877597,URMA_WRITE,7,0ns,239,
