taskId,sourceNodeId,destNodeId,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases
105,7,6,1969911,URMA_WRITE,7,0ns,105,
106,7,8,1483182,URMA_WRITE,7,0ns,106,
107,7,5,1252214,URMA_WRITE,7,0ns,107,
108,7,9,1937668,URMA_WRITE,7,0ns,108,
109,7,4,1657451,URMA_WRITE,7,0ns,109,
110,7,10,1484609,URMA_WRITE,7,0ns,110,
111,7,3,1809263,URMA_WRITE,7,0ns,111,
112,7,11,1286850,URMA_WRITE,7,0ns,112,
113,7,2,1814436,URMA_WRITE,7,0ns,113,
114,7,12,1173020,URMA_WRITE,7,0ns,114,
115,7,1,1404183,URMA_WRITE,7,0ns,115,
116,7,13,1179038,URMA_WRITE,7,0ns,116,
117,7,0,2002329,URMA_WRITE,7,0ns,117,
118,7,14,1164486,URMA_WRITE,7,0ns,118,
119,7,15,1402303,URMA_WRITE,7,0ns,119,
120,8,7,1662847,URMA_WRITE,7,0ns,120,
121,8,9,1906984,URMA_WRITE,7,0ns,121,
122,8,6,1305001,URMA_WRITE,7,0ns,122,
123,8,10,1468554,URMA_WRITE,7,0ns,123,
124,8,5,1123179,URMA_WRITE,7,0ns,124,
125,8,11,2050515,URMA_WRITE,7,0ns,125,
126,8,4,1722669,URMA_WRITE,7,0ns,126,
127,8,12,1471724,URMA_WRITE,7,0ns,127,
128,8,3,1570889,URMA_WRITE,7,0ns,128,
129,8,13,1555797,URMA_WRITE,7,0ns,129,
130,8,2,2077580,URMA_WRITE,7,0ns,130,
131,8,14,1968836,URMA_WRITE,7,0ns,131,
132,8,1,1134333,URMA_WRITE,7,0ns,132,
133,8,15,1909713,URMA_WRITE,7,0ns,133,
134,8,0,1362394,URMA_WRITE,7,0ns,134,
135,9,8,2094173,URMA_WRITE,7,0ns,135,
136,9,10,1442232,URMA_WRITE,7,0ns,136,
137,9,7,1500973,URMA_WRITE,7,0ns,137,
138,9,11,1114951,URMA_WRITE,7,0ns,138,
139,9,6,1945815,URMA_WRITE,7,0ns,139,
140,9,12,1125763,URMA_WRITE,7,0ns,140,
141,9,5,1569898,URMA_WRITE,7,0ns,141,
142,9,13,1582078,URMA_WRITE,7,0ns,142,
143,9,4,1978667,URMA_WRITE,7,0ns,143,
144,9,14,1579967,URMA_WRITE,7,0ns,144,
145,9,3,1931940,URMA_WRITE,7,0ns,145,
146,9,15,1556902,URMA_WRITE,7,0ns,146,
147,9,2,1507981,URMA_WRITE,7,0ns,147,
148,9,0,2080246,URMA_WRITE,7,0ns,148,
149,9,1,1125896,URMA_WRITE,7,0ns,149,
150,10,9,1893648,URMA_WRITE,7,0ns,150,
151,10,11,1133517,URMA_WRITE,7,0ns,151,
152,10,8,1293640,URMA_WRITE,7,0ns,152,
153,10,12,2085173,URMA_WRITE,7,0ns,153,
154,10,7,1708165,URMA_WRITE,7,0ns,154,
155,10,13,1861165,URMA_WRITE,7,0ns,155,
156,10,6,1156104,URMA_WRITE,7,0ns,156,
157,10,14,1243419,URMA_WRITE,7,0ns,157,
158,10,5,1730179,URMA_WRITE,7,0ns,158,
159,10,15,1950576,URMA_WRITE,7,0ns,159,
160,10,4,1345746,URMA_WRITE,7,0ns,160,
161,10,0,1484920,URMA_WRITE,7,0ns,161,
162,10,3,1597373,URMA_WRITE,7,0ns,162,
163,10,1,1533996,URMA_WRITE,7,0ns,163,
164,10,2,1923370,URMA_WRITE,7,0ns,164,
165,11,10,1871040,URMA_WRITE,7,0ns,165,
166,11,12,2089582,URMA_WRITE,7,0ns,166,
167,11,9,1758526,URMA_WRITE,7,0ns,167,
168,11,13,1204563,URMA_WRITE,7,0ns,168,
169,11,8,1611239,URMA_WRITE,7,0ns,169,
170,11,14,1635948,URMA_WRITE,7,0ns,170,
171,11,7,1499962,URMA_WRITE,7,0ns,171,
172,11,15,1449672,URMA_WRITE,7,0ns,172,
173,11,6,1929357,URMA_WRITE,7,0ns,173,
174,11,0,1490910,URMA_WRITE,7,0ns,174,
175,11,5,1709256,URMA_WRITE,7,0ns,175,
176,11,1,1395561,URMA_WRITE,7,0ns,176,
177,11,4,2036814,URMA_WRITE,7,0ns,177,
178,11,2,1754455,URMA_WRITE,7,0ns,178,
179,11,3,1669762,URMA_WRITE,7,0ns,179,
180,12,11,1055440,URMA_WRITE,7,0ns,180,
181,12,13,1491484,URMA_WRITE,7,0ns,181,
182,12,10,1506890,URMA_WRITE,7,0ns,182,
183,12,14,1377288,URMA_WRITE,7,0ns,183,
184,12,9,1867392,URMA_WRITE,7,0ns,184,
185,12,15,1076070,URMA_WRITE,7,0ns,185,
186,12,8,1895251,URMA_WRITE,7,0ns,186,
187,12,0,1141991,URMA_WRITE,7,0ns,187,
188,12,7,2038816,URMA_WRITE,7,0ns,188,
189,12,1,1876531,URMA_WRITE,7,0ns,189,
190,12,6,2022863,URMA_WRITE,7,0ns,190,
191,12,2,1316241,URMA_WRITE,7,0ns,191,
192,12,5,1399357,URMA_WRITE,7,0ns,192,
193,12,3,1613635,URMA_WRITE,7,0ns,193,
194,12,4,1175418,URMA_WRITE,7,0ns,194,
195,13,12,1214228,URMA_WRITE,7,0ns,195,
196,13,14,1120263,URMA_WRITE,7,0ns,196,
197,13,11,1103927,URMA_WRITE,7,0ns,197,
198,13,15,1285379,URMA_WRITE,7,0ns,198,
199,13,10,1970572,URMA_WRITE,7,0ns,199,
200,13,0,1588255,URMA_WRITE,7,0ns,200,
201,13,9,2037404,URMA_WRITE,7,0ns,201,
202,13,1,1291614,URMA_WRITE,7,0ns,202,
203,13,8,1741984,URMA_WRITE,7,0ns,203,
204,13,2,1878593,URMA_WRITE,7,0ns,204,
205,13,7,1388108,URMA_WRITE,7,0ns,205,
206,13,3,1847768,URMA_WRITE,7,0ns,206,
207,13,6,1471507,URMA_WRITE,7,0ns,207,
208,13,4,1514847,URMA_WRITE,7,0ns,208,
209,13,5,1160565,URMA_WRITE,7,0ns,209,
210,14,13,1479231,URMA_WRITE,7,0ns,210,
211,14,15,1701145,URMA_WRITE,7,0ns,211,
212,14,12,1847922,URMA_WRITE,7,0ns,212,
213,14,0,2073729,URMA_WRITE,7,0ns,213,
214,14,11,2000200,URMA_WRITE,7,0ns,214,
215,14,1,1587442,URMA_WRITE,7,0ns,215,
216,14,10,1227129,URMA_WRITE,7,0ns,216,
217,14,2,1339580,URMA_WRITE,7,0ns,217,
218,14,9,1205305,URMA_WRITE,7,0ns,218,
219,14,3,1135348,URMA_WRITE,7,0ns,219,
220,14,8,1776104,URMA_WRITE,7,0ns,220,
221,14,4,1808939,URMA_WRITE,7,0ns,221,
222,14,7,1671301,URMA_WRITE,7,0ns,222,
223,14,5,1215697,URMA_WRITE,7,0ns,223,
224,14,6,1070703,URMA_WRITE,7,0ns,224,
225,15,14,2052435,URMA_WRITE,7,0ns,225,
226,15,0,1863593,URMA_WRITE,7,0ns,226,
227,15,13,1682556,URMA_WRITE,7,0ns,227,
228,15,1,1538681,URMA_WRITE,7,0ns,228,
229,15,12,1459308,URMA_WRITE,7,0ns,229,
230,15,2,2069159,URMA_WRITE,7,0ns,230,
231,15,11,1188912,URMA_WRITE,7,0ns,231,
232,15,3,1887558,URMA_WRITE,7,0ns,232,
233,15,10,1980213,URMA_WRITE,7,0ns,233,
234,15,4,1248056,URMA_WRITE,7,0ns,234,
235,15,9,1920766,URMA_WRITE,7,0ns,235,
236,15,5,1210464,URMA_WRITE,7,0ns,236,
237,15,8,1958641,URMA_WRITE,7,0ns,237,
238,15,6,1288597,URMA_WRITE,7,0ns,238,
239,15,7,1815887,URMA_WRITE,7,0ns,239,
